DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2021-08,7.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2021-09,-5.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2021-10,5.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2021-11,-19.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2021-12,13.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2022-01,-3.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2022-02,-0.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2022-03,18.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2022-04,8.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2022-05,7.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2022-06,0.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2022-07,9.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2022-08,-1.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2022-09,-4.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2022-10,-0.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2022-11,-18.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2022-12,14.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2023-01,-2.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2023-02,-1.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2023-03,11.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2023-04,0.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2023-05,5.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2023-06,1.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2023-07,8.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2019-02,-6.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2019-03,25.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2019-04,42.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2019-05,20.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2019-06,10.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2019-07,5.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2019-08,1.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2019-09,-6.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2019-10,-7.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2019-11,-37.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2019-12,-13.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2020-01,4.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2020-02,-8.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2020-03,-31.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2020-04,-87.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2020-05,28.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2020-06,117.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2020-07,192.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2020-08,29.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2020-09,-8.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2020-10,-8.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2020-11,-52.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2020-12,-13.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2021-01,-19.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2021-02,-6.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2021-03,34.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2021-04,40.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2021-05,61.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2021-06,43.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2021-07,48.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2021-08,7.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2021-09,-5.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2021-10,9.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2021-11,-37.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2021-12,-13.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2022-01,-19.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2022-02,-9.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2022-03,29.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2022-04,52.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2022-05,16.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2022-06,8.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2022-07,9.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2022-08,3.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2022-09,-7.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2022-10,1.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2022-11,-38.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2022-12,-5.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2023-01,-5.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2023-02,-6.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2023-03,26.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2023-04,46.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2023-05,12.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2023-06,9.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CY,2023-07,11.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2019-02,-8.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2019-03,21.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2019-04,6.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2019-05,10.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2019-06,17.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2019-07,4.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2019-08,0.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2019-09,-3.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2019-10,-15.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2019-11,-18.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2019-12,2.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2020-01,-9.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2020-02,-7.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2020-03,-38.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2020-04,-85.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2020-05,19.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2020-06,75.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2020-07,159.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2020-08,16.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2020-09,-7.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2020-10,-31.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2020-11,-31.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2020-12,14.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2021-01,-14.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2021-02,-14.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2021-03,15.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2021-04,6.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2021-05,32.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2021-06,68.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2021-07,41.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2021-08,7.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2021-09,-0.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2021-10,-9.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2021-11,-6.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2021-12,2.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2022-01,-22.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2022-02,-1.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2022-03,27.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2022-04,19.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2022-05,12.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2022-06,24.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2022-07,7.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2022-08,-1.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2022-09,-5.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2022-10,-17.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2022-11,-20.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2022-12,1.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2023-01,-11.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2023-02,-2.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2023-03,26.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2023-04,13.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2023-05,11.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2023-06,25.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CZ,2023-07,8.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2019-02,-4.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2019-03,14.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2019-04,5.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2019-05,7.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2019-06,0.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2019-07,3.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2019-08,-2.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2019-09,1.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2019-10,-0.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2019-11,-20.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2019-12,-3.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2020-01,-1.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2020-02,-3.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2020-03,-34.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2020-04,-78.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2020-05,16.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2020-06,51.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2020-07,99.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2020-08,16.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2020-09,-5.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2020-10,-7.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2020-11,-36.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2020-12,-2.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2021-01,-7.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2021-02,-17.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2021-03,30.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2021-04,15.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2021-05,13.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2021-06,32.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2021-07,45.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2021-08,7.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2021-09,1.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2021-10,6.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2021-11,-15.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2021-12,-2.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2022-01,-16.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2022-02,-6.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2022-03,28.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2022-04,24.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2022-05,12.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2022-06,1.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2022-07,0.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2022-08,2.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2022-09,-2.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2022-10,-0.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2022-11,-20.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2022-12,-6.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2023-01,-5.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2023-02,-5.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2023-03,18.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2023-04,14.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2023-05,10.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2023-06,3.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DE,2023-07,3.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2019-02,-2.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2019-03,16.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2019-04,-1.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2019-05,10.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2019-06,1.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2019-07,-2.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2019-08,2.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2019-09,0.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2019-10,-1.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2019-11,-15.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2019-12,-7.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2020-01,2.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2020-02,-2.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2020-03,-36.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2020-04,-86.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2020-05,13.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2020-06,82.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2020-07,124.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2020-08,16.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2020-09,-0.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2020-10,-11.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2020-11,-32.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2020-12,-4.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2021-01,-18.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2021-02,-28.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2021-03,31.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2021-04,8.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2021-05,20.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2021-06,49.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2021-07,71.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2021-08,7.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2021-09,6.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2021-10,6.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2021-11,-6.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2021-12,-2.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2022-01,-18.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2022-02,-2.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2022-03,28.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2022-04,19.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2022-05,13.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2022-06,1.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2022-07,-0.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2022-08,3.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2022-09,-0.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2022-10,-0.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2022-11,-18.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2022-12,-6.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2023-01,-0.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2023-02,-2.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2023-03,20.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2023-04,6.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2023-05,11.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2023-06,2.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,DK,2023-07,1.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,EE,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,EE,2019-02,-10.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,EE,2019-03,11.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,EE,2019-04,6.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,EE,2019-05,6.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,EE,2019-06,3.0,
