DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2020-11,-74.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2020-12,-73.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2021-01,-78.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2021-02,-84.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2021-03,-68.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2021-04,153.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2021-05,167.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2021-06,119.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2021-07,67.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2021-08,55.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2021-09,66.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2021-10,100.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2021-11,178.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2021-12,186.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2022-01,187.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2022-02,291.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2022-03,283.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2022-04,321.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2022-05,298.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2022-06,170.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2022-07,57.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2022-08,50.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2022-09,40.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2022-10,30.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2022-11,13.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2022-12,8.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2023-01,31.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2023-02,31.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2023-03,23.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2023-04,10.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2023-05,8.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2023-06,8.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,DK,2023-07,10.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2019-02,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2019-03,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2019-04,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2019-05,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2019-06,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2019-07,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2019-08,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2019-09,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2019-10,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2019-11,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2019-12,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2020-01,-8.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2020-02,-1.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2020-03,-43.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2020-04,-91.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2020-05,-84.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2020-06,-74.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2020-07,-61.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2020-08,-60.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2020-09,-64.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2020-10,-70.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2020-11,-63.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2020-12,-64.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2021-01,-68.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2021-02,-72.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2021-03,-48.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2021-04,274.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2021-05,127.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2021-06,65.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2021-07,32.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2021-08,41.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2021-09,66.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2021-10,105.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2021-11,120.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2021-12,140.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2022-01,137.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2022-02,142.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2022-03,146.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2022-04,145.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2022-05,134.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2022-06,80.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2022-07,49.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2022-08,38.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2022-09,35.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2022-10,28.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2022-11,-1.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2022-12,-8.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2023-01,6.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2023-02,14.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2023-03,7.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2023-04,-8.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2023-05,-5.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2023-06,-5.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EE,2023-07,-3.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2019-02,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2019-03,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2019-04,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2019-05,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2019-06,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2019-07,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2019-08,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2019-09,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2019-10,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2019-11,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2019-12,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2020-01,1.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2020-02,3.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2020-03,-33.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2020-04,-88.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2020-05,-91.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2020-06,-86.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2020-07,-58.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2020-08,-42.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2020-09,-48.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2020-10,-47.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2020-11,-59.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2020-12,-63.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2021-01,-60.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2021-02,-63.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2021-03,-41.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2021-04,162.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2021-05,272.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2021-06,313.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2021-07,102.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2021-08,61.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2021-09,72.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2021-10,87.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2021-11,131.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2021-12,152.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2022-01,97.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2022-02,114.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2022-03,125.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2022-04,218.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2022-05,193.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2022-06,81.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2022-07,27.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2022-08,13.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2022-09,17.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2022-10,8.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2022-11,4.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2022-12,6.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2023-01,24.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2023-02,22.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2023-03,15.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2023-04,10.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2023-05,7.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2023-06,6.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EL,2023-07,4.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2019-02,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2019-03,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2019-04,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2019-05,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2019-06,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2019-07,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2019-08,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2019-09,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2019-10,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2019-11,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2019-12,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2020-01,-3.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2020-02,2.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2020-03,-42.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2020-04,-95.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2020-05,-95.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2020-06,-91.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2020-07,-63.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2020-08,-50.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2020-09,-63.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2020-10,-68.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2020-11,-70.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2020-12,-66.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2021-01,-70.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2021-02,-77.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2021-03,-54.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2021-04,516.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2021-05,579.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2021-06,452.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2021-07,81.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2021-08,46.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2021-09,95.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2021-10,142.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2021-11,174.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2021-12,152.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2022-01,164.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2022-02,233.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2022-03,226.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2022-04,238.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2022-05,178.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2022-06,97.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2022-07,38.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2022-08,26.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2022-09,29.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2022-10,27.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2022-11,19.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2022-12,16.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2023-01,26.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2023-02,24.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2023-03,15.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2023-04,7.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2023-05,5.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2023-06,4.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,ES,2023-07,6.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2019-02,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2019-03,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2019-04,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2019-05,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2019-06,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2019-07,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2019-08,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2019-09,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2019-10,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2019-11,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2019-12,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2020-01,-0.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2020-02,1.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2020-03,-44.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2020-04,-91.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2020-05,-89.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2020-06,-84.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2020-07,-63.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2020-08,-53.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2020-09,-58.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2020-10,-61.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2020-11,-68.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2020-12,-66.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2021-01,-68.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2021-02,-73.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2021-03,-48.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2021-04,237.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2021-05,229.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2021-06,188.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2021-07,72.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2021-08,47.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2021-09,61.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2021-10,81.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2021-11,134.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2021-12,129.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2022-01,107.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2022-02,145.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2022-03,156.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2022-04,171.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2022-05,150.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2022-06,83.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2022-07,34.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2022-08,24.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2022-09,26.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2022-10,22.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2022-11,12.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2022-12,11.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2023-01,25.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2023-02,24.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2023-03,15.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M12,EU27_2020,2023-04,8.5,
